timestamp_before,timestamp_after,episode_id_before,task_type,action,policy_type,cpu_util_before,cpu_util_after,gpu_util_before,gpu_util_after,ram_before,ram_after,swap_before,swap_after,power_before,power_after,temp_before,temp_after,reward_score
2025-01-01 08:00:00,2025-01-01 08:00:30,0,CPU-intensive Task,increase_load,rl_agent,28.417239888529437,85.94436005538864,0.0,0.0,0.3323637651190469,0.5865604089858578,0.1809214397289212,0.16324598987642536,4216.6015617294415,5295.718426420735,62.98308924672711,60.62171724986766,29.140339023774757
2025-01-01 08:00:30,2025-01-01 08:01:00,1,CPU-intensive Task,decrease_load,rl_agent,99.58520709648644,26.349212676813504,0.0,0.0,0.6029878506734929,0.6072675670874059,0.1653689624085491,0.1823395542428468,5172.481629958137,2168.5173234054187,60.106593955472626,55.026726876288954,26.790259236035006
2025-01-01 08:01:00,2025-01-01 08:01:30,2,CPU-intensive Task,increase_load,rl_agent,26.50519705971854,91.73535145164237,0.0,0.0,0.5682151553204698,0.609393008288206,0.16472231230426532,0.16543739473748797,2143.586167336202,5198.054424940234,54.96266520087942,59.78312841504047,29.687802508245166
2025-01-01 08:01:30,2025-01-01 08:02:00,3,CPU-intensive Task,decrease_load,rl_agent,104.56908956922408,3.8995296596398985,0.0,0.0,0.5826799909145007,0.592029838056351,0.17405189213628786,0.17359875848380413,5168.574480835762,2201.574950298079,57.417953604849465,53.2669107322272,19.585532612322076
2025-01-01 08:02:00,2025-01-01 08:02:30,4,CPU-intensive Task,increase_load,rl_agent,3.723657745343625,99.70940482839974,0.0,0.0,0.5882303077262934,0.5825848686630173,0.17859874107986098,0.17300098058185737,2244.2092345790256,5495.45110729378,54.61625531729612,57.91702323863471,20.533073781948875
2025-01-01 08:02:30,2025-01-01 08:03:00,5,CPU-intensive Task,increase_load,rl_agent,99.29758912915246,102.12701127276554,0.0,0.0,0.5878515510602456,0.6054604630252334,0.1644891877366254,0.15808068047113705,5553.865584197149,5531.535299937974,55.84064535514473,58.22158993854144,31.42685680910973
2025-01-01 08:03:00,2025-01-01 08:03:30,6,CPU-intensive Task,decrease_load,rl_agent,104.73763844652217,3.2412507698069954,0.0,0.0,0.6017319913062078,0.5978217879444176,0.1747487283254849,0.17124105818222526,4735.5061406430805,2167.8767749496697,56.83260359332186,51.075732252014056,20.591801191145017
2025-01-01 08:03:30,2025-01-01 08:04:00,7,CPU-intensive Task,increase_load,rl_agent,3.324824886092409,103.66834944855874,0.0,0.0,0.5509920546509975,0.5761124201359431,0.17563428851820453,0.1749376683644454,2133.6753871307724,5336.502772853892,49.21829630896456,54.7327868800927,20.430171646690155
2025-01-01 08:04:00,2025-01-01 08:04:30,8,CPU-intensive Task,decrease_load,rl_agent,98.59157684219514,23.268070484782772,0.0,0.0,0.5940892803693479,0.5638752136907285,0.1619522799074695,0.1744443789427165,5484.773271616666,2058.9576507842166,54.96631930922245,47.556982476338355,29.700707701422143
2025-01-01 08:04:30,2025-01-01 08:05:00,9,CPU-intensive Task,increase_load,rl_agent,24.136574031054998,96.83884206821044,0.0,0.0,0.5821595344735723,0.5860810517728458,0.17674453364987136,0.1772802568724225,2116.521660673492,4900.390052178277,48.756397942108094,54.37326814097713,30.971856962454233
2025-01-01 08:05:00,2025-01-01 08:05:30,10,CPU-intensive Task,decrease_load,rl_agent,98.60974692156262,3.495783415182344,0.0,0.0,0.5763268498094609,0.6145213636168341,0.17714089058142082,0.17042195466373053,4923.541153565414,2168.771450485492,53.57987995710682,49.26271091838435,21.331557872881003
2025-01-01 08:05:30,2025-01-01 08:06:00,11,CPU-intensive Task,increase_load,rl_agent,3.451098375875123,94.75059794670939,0.0,0.0,0.5747056380909162,0.6120330044902278,0.17081356464182557,0.17606972867399023,2088.097350029425,4857.417726792899,49.120704124025,52.436159654469606,19.32414220919905
2025-01-01 08:06:00,2025-01-01 08:06:30,12,CPU-intensive Task,increase_load,rl_agent,100.7258868146981,100.38431324473237,0.0,0.0,0.5878741747784618,0.5686992261970003,0.17886154778105584,0.16881428705989138,5019.470026028725,4694.227583410755,52.52317659094607,56.43928169281208,32.60372574773426
2025-01-01 08:06:30,2025-01-01 08:07:00,13,CPU-intensive Task,decrease_load,rl_agent,94.2601592660266,3.4284895759651377,0.0,0.0,0.5247727719117071,0.5659892337218609,0.1782560984941754,0.16507934987240455,4908.990423478031,2116.6023042074553,55.42623166789717,49.63197766767858,21.293185757904777
2025-01-01 08:07:00,2025-01-01 08:07:30,14,CPU-intensive Task,increase_load,rl_agent,3.3188836275861315,101.75301616711393,0.0,0.0,0.57419725645046,0.6126101351962138,0.17290639412668563,0.1656566628045944,2193.8416001357227,5190.579749411437,48.27872543665966,54.9645634858224,20.661777106438933
2025-01-01 08:07:30,2025-01-01 08:08:00,15,CPU-intensive Task,increase_load,rl_agent,98.31313741227709,98.04212806209283,0.0,0.0,0.5745433116434145,0.5712386824567522,0.17003280663979758,0.16480287130422777,5169.687632525044,5011.761138493836,53.35156214833926,56.40441194207886,30.25162214591384
2025-01-01 08:08:00,2025-01-01 08:08:30,16,CPU-intensive Task,increase_load,rl_agent,96.96150663899672,98.66144970035566,0.0,0.0,0.6008391077240303,0.5977149954210285,0.16733290196875353,0.17757767175972555,5161.475137946549,5470.9234772399395,55.58925062839841,56.28003067505914,28.784814693817566
2025-01-01 08:08:30,2025-01-01 08:09:00,17,CPU-intensive Task,increase_load,rl_agent,100.94274199778582,94.3313778071634,0.0,0.0,0.5744931341007216,0.5791295285516351,0.17216315342700042,0.16451653918398035,5393.834159478885,5861.487666733806,55.732169061384425,53.9060391805079,27.945418286326053
2025-01-01 08:09:00,2025-01-01 08:09:30,18,CPU-intensive Task,increase_load,rl_agent,97.27592777343636,98.64308104225277,0.0,0.0,0.5862268913436928,0.6166689660734052,0.17529342551087543,0.17374058122306674,5163.246231198508,5358.725218958936,56.52620512486131,56.573236196492836,29.98984409569955
2025-01-01 08:09:30,2025-01-01 08:10:00,19,CPU-intensive Task,increase_load,rl_agent,95.76308889599413,92.72836202011312,0.0,0.0,0.6153497446338032,0.5763559143604425,0.170647975732512,0.1709373942885451,5261.438835124416,5206.950962275799,56.93167827297352,58.532557423501274,32.32105182591602
2025-01-01 08:10:00,2025-01-01 08:10:30,20,CPU-intensive Task,increase_load,rl_agent,104.39694630676466,95.24829152954283,0.0,0.0,0.6075920451220375,0.6105281316351939,0.16095237533582327,0.17177553044180163,5387.112542748282,5372.066727420816,57.67687748008987,57.297395534114486,29.476162182657983
2025-01-01 08:10:30,2025-01-01 08:11:00,21,CPU-intensive Task,decrease_load,rl_agent,99.3226710985404,12.018046166290866,0.0,0.0,0.606258803981619,0.5913675778212091,0.17886435563681344,0.17934872244767114,5174.818522509629,2106.164168908269,56.58765719895112,52.32401540212591,25.160395731699396
2025-01-01 08:11:00,2025-01-01 08:11:30,22,CPU-intensive Task,increase_load,rl_agent,11.773803692152493,100.69409271821827,0.0,0.0,0.5792867423443157,0.5940916442941048,0.17328349217997516,0.17002815799798027,2173.9908399600454,5127.74965462552,53.98714408994623,56.5988286792586,29.713052721439738
2025-01-01 08:11:30,2025-01-01 08:12:00,23,CPU-intensive Task,decrease_load,rl_agent,95.72575544135962,37.219066961867924,0.0,0.0,0.5992362435723548,0.5516866435213926,0.17033210000568633,0.17544955716290475,5045.685492928064,2154.7870594349365,57.35834128790987,52.87808020479336,29.140711765469636
2025-01-01 08:12:00,2025-01-01 08:12:30,24,CPU-intensive Task,increase_load,rl_agent,36.14981804621099,82.65558467448378,0.0,0.0,0.58223072028259,0.5522151203581238,0.1767187549582965,0.17247860710208662,2128.864432943969,5513.685079591193,52.03888593458703,57.925064857661766,31.51621584227261
2025-01-01 08:12:30,2025-01-01 08:13:00,25,CPU-intensive Task,increase_load,rl_agent,100.3327677691296,99.85686593157406,0.0,0.0,0.5878136258473227,0.5842801866822339,0.1801646057539781,0.17149089705529336,5544.811876896721,5722.503516854069,55.79141230948887,55.750921111368235,25.782285266951163
2025-01-01 08:13:00,2025-01-01 08:13:30,26,CPU-intensive Task,decrease_load,rl_agent,96.54701926773309,31.996541562473055,0.0,0.0,0.595401073484267,0.5904847136655474,0.15779546401224923,0.18415507245023405,5069.51587467032,2247.834133628532,56.761038392129194,52.114892440303485,27.067405473198917
2025-01-01 08:13:30,2025-01-01 08:14:00,27,CPU-intensive Task,decrease_load,rl_agent,32.360670097611845,22.200728364457145,0.0,0.0,0.575645336304647,0.5681911673516684,0.17451299318383826,0.1648122077167266,2181.4419026184464,1974.8476869367353,50.9837810844507,48.994733169535195,27.00438030065278
2025-01-01 08:14:00,2025-01-01 08:14:30,28,CPU-intensive Task,decrease_load,rl_agent,33.63284374610843,30.04668103527417,0.0,0.0,0.6143794555175156,0.5679028476754829,0.16488813615499925,0.17891667387619206,2127.593293970104,2173.949414417305,49.83566036990781,48.44276014010259,26.276990418671673
2025-01-01 08:14:30,2025-01-01 08:15:00,29,CPU-intensive Task,increase_load,rl_agent,28.0027895470502,91.47084742442671,0.0,0.0,0.5842569991574135,0.59844012645208,0.17483412262739345,0.17564094390300264,2113.105804564397,4768.195234269862,47.7436986592422,53.405198046407655,31.35851747072865
2025-01-01 08:15:00,2025-01-01 08:15:30,30,CPU-intensive Task,increase_load,rl_agent,98.19488016331181,99.337107478511,0.0,0.0,0.5994445288348487,0.6013916601130289,0.17291004291796572,0.16976716707988615,4794.324385892415,5348.013822209563,53.02320645062878,54.65748151300674,30.749552290528186
2025-01-01 08:15:30,2025-01-01 08:16:00,31,CPU-intensive Task,increase_load,rl_agent,105.55683455352681,100.08065751698359,0.0,0.0,0.6172309043733899,0.586196028022452,0.1755300634041747,0.18066016767985119,5341.865092219651,5502.691498961633,54.56535896440538,54.26885394264339,30.83571374512861
2025-01-01 08:16:00,2025-01-01 08:16:30,32,CPU-intensive Task,decrease_load,rl_agent,99.9595083257862,4.025005936953706,0.0,0.0,0.6068461975331801,0.5998704081056025,0.1696613705647309,0.16268403718004215,5071.996124431121,2110.686796893023,53.00164234791157,50.113492468599695,20.987407042521003
2025-01-01 08:16:30,2025-01-01 08:17:00,33,CPU-intensive Task,increase_load,rl_agent,3.873074688525292,93.17073442926667,0.0,0.0,0.5613757519548219,0.5703262737706409,0.16255419056174072,0.16953530905395187,2115.7198579650462,5673.399767369593,47.50716595395878,52.182800606816464,19.545192712056565
2025-01-01 08:17:00,2025-01-01 08:17:30,34,CPU-intensive Task,increase_load,rl_agent,102.46763473630956,99.25846785243822,0.0,0.0,0.5990401789102986,0.5820465940834377,0.16990422045419046,0.16598329391194008,5711.266050133865,5830.685193585056,53.36357280346398,50.66572938353952,28.013090396356883
2025-01-01 08:17:30,2025-01-01 08:18:00,35,CPU-intensive Task,decrease_load,rl_agent,96.33746905008694,3.918161890240264,0.0,0.0,0.6033438784661374,0.6173153654928807,0.17432941095454185,0.17435247295855918,5509.374817857387,2117.1658640678597,53.63661275014646,47.71697505549495,20.641075518191954
2025-01-01 08:18:00,2025-01-01 08:18:30,36,CPU-intensive Task,increase_load,rl_agent,4.02506363140057,96.0251885706121,0.0,0.0,0.6039739342937321,0.5911966027022686,0.17746958936553744,0.16646487131632945,2112.894847991841,5110.6229050665,47.90058071904373,50.77696915286299,19.989600499996875
2025-01-01 08:18:30,2025-01-01 08:19:00,37,CPU-intensive Task,increase_load,rl_agent,94.12098962836068,99.15669912134213,0.0,0.0,0.5702824316782464,0.5922071833463939,0.16616125267813084,0.17444689711455735,5203.643902649532,5402.8747002967575,52.46108617198067,50.34707289642037,28.077381268381895
2025-01-01 08:19:00,2025-01-01 08:19:30,38,CPU-intensive Task,decrease_load,rl_agent,96.01544185330471,35.57015760843514,0.0,0.0,0.5783425965044754,0.6289704905310978,0.1775156533693767,0.171242460682438,4848.339265185194,2186.655459973074,51.417364539534326,46.29407316879043,30.743990721137813
2025-01-01 08:19:30,2025-01-01 08:20:00,39,CPU-intensive Task,increase_load,rl_agent,33.94932200131749,87.52597142133914,0.0,0.0,0.6058267969495731,0.5633832463993119,0.1688586051234221,0.1697253141659949,2153.7742762032744,5076.050361526457,48.36928314430319,51.773776236972594,32.19962836928596
2025-01-01 08:20:00,2025-01-01 08:20:30,40,GPU-intensive Task,increase_load,rl_agent,66.95108682969098,71.01196953964579,0.0,101.7503536467215,0.5714413196553346,0.7887521263705846,0.17407411516930998,0.198784328141686,3541.5285863401155,3938.2603669957375,48.2026879122783,51.25539788047895,10.778580444849329
